##SYN
	0	
01867072	9	pass across (a sign or house of the zodiac) or pass across (the disk of a celestial body or the meridian of a place); 'The comet will transit on September 11'
01867303	9	transfer a quantity from one side of an equation to the other side reversing its sign, in order to maintain equality
01867504	9	walk on and flatten; 'tramp down the grass'; 'trample the flowers'
01867697	9	do a somersault
01867816	9	make a rolling motion or turn; 'The dog rolled over'
01867997	9	roll over and over, back and forth
01868139	9	move heavily; 'the streetcar trundled down the avenue'
01868258	9	sway to and fro
01868370	9	to move in a twisting or contorted motion, (especially when struggling); 'The prisoner writhed in discomfort'; 'The child tried to wriggle free from his aunt's embrace'
01868780	9	make a sudden twisting motion
01868899	9	move with slow, sinuous movements
01869003	9	move unsteadily; 'His knees wobbled'; 'The old cart wobbled down the street'
01869196	9	move sideways
01869299	9	move unobtrusively or furtively; 'The young man began to sidle near the pretty girl sitting on the log'
01869465	9	jump straight up; 'kangaroos pronk'
01869563	9	move with sweeping, effortless, gliding motions; 'The diva swept into the room'; 'Shreds of paper sailed through the air'; 'The searchlights swept across the sky'
01869893	9	sweep majestically; 'Airplanes were swanning over the mountains'
01870043	9	sweep across or over; 'Her long skirt brushed the floor'; 'A gasp swept cross the audience'
01870275	9	move obliquely or sideways, usually in an uncontrolled manner; 'the wheels skidded against the sidewalk'
01870674	9	move forward or under in a sliding motion; 'The child was injured when he submarined under the safety belt of the car'
01870867	9	slide without control; 'the car skidded in the curve on the wet road'
01871042	9	slide sideways through the air in a downward direction in an airplane along an inclined lateral axis
01871217	9	apply a brake or skid to
01871321	9	move unsteadily or with a weaving or rolling motion
01871471	9	move suddenly
01871546	9	tremble or shake; 'His voice wobbled with restrained emotion'
01871680	9	come into rough contact with while moving; 'The passengers jostled each other in the overcrowded train'
01871979	9	move with force, 'He pushed the table into a corner'
01872645	9	press against forcefully without moving; 'she pushed against the wall with all her strength'
01872877	9	move strenuously and with effort; 'The crowd pushed forward'
01873051	9	push or move with the nose
01873157	9	push to thrust outward
01873294	9	push out of the way
01873417	9	force one's way; 'He muscled into the union'
01873530	9	push upward
01873666	9	lift up or elevate
01873784	9	push upward; 'She pushed up her children when the policeman came by'
01873942	9	push one's way with the elbows
01874071	9	push one's way in with one's shoulders
01874178	9	be driven or carried along, as by the air; 'Sounds wafted into the room'
01874320	9	be carried with the tide
01874424	9	cause to float with the tide
01874568	9	set afloat; 'He floated the logs down the river'; 'The boy floated his toy boat on the pond'
01874875	9	cause to be carried by a current; 'drift the boats downstream'
01875036	9	set afloat again; 'refloat a grounded boat'
01875144	9	travel volitionally and in a certain direction with a certain goal
01875295	9	move back and forth or sideways; 'the ship was rocking'; 'the tall building swayed'; 'She rocked back and forth on her feet'
01875684	9	move, rock, or sway from side to side; 'The ship rolled on the heavy seas'
01875820	9	alternate the direction of motion of; 'the engine reciprocates the propeller'
01876028	9	cause to move back and forth; 'rock the cradle'; 'rock the baby'; 'the wind swayed the trees gently'
01876311	9	rock, sway, or nod; usually involuntarily
01876434	9	sway heavily or unsteadily
01876530	9	move in one direction and then into the opposite direction
01876735	9	hold or place in or as if in a cradle; 'He cradled the infant in his arms'
01876907	9	move or sway in a rising and falling or wavelike pattern; 'the line on the monitor vacillated'
01877204	9	cause to fluctuate or move in a wavelike pattern
01877355	9	move or walk in a swinging or swaying manner; 'He swung back'
01877620	9	change direction with a swinging motion; turn; 'swing back'; 'swing forward'
01877785	9	sway gently back and forth, as in a nodding motion; 'the flowers were nodding in the breeze'
01877946	9	lash or flick about sharply; 'The lion lashed its tail'
01878063	9	move or swing from side to side regularly; 'the needle on the meter was oscillating'
01878376	9	oscillate about a desired speed, position, or state to an undesirable extent; 'The oscillator hunts about the correct frequency'
01878566	9	vibrate before coming to a total rest; 'the children's swing librated'
01878719	9	move back and forth very rapidly; 'the candle flickered'
01878949	9	turn abruptly and face the other way, either physically or metaphorically; 'He turned around to face his opponent'; 'My conscience told me to turn around before I made a mistake'
01879251	9	expand and contract rhythmically; beat rhythmically; 'The baby's heart was pulsating again after the surgeon massaged it'
01879579	9	move with or as if with a regular alternating motion; 'the city pulsated with music and excitement'
01879777	9	drive by or as if by pulsation; 'A soft breeze pulsed the air'
01879928	9	beat rapidly; 'His heart palpitated'
01880113	9	move rhythmically; 'Her heart was beating fast'
01880390	9	beat so fast that (the heart's) output starts dropping until (it) does not manage to pump out blood at all
01880560	9	beat out a rhythm
01880673	9	indicate by beating, as with the fingers or drumsticks; 'Beat the rhythm'
01880888	9	move noisily; 'flags flapped in the strong wind'
01881034	9	move unsteadily, with a rocking motion
01881180	9	move about aimlessly or without any destination, often in search of food or employment; 'The gypsies roamed the woods'; 'roving vagabonds'; 'the wandering Jew'; 'The cattle roam across the prairie'; 'the laborers drift from one town to the next'; 'They rolled from town to town'
01881957	9	cross on foot; 'We had to tramp the creeks'
01882081	9	wander aimlessly
01882170	9	take a walk; go for a walk; walk for pleasure; 'The lovers held hands while walking'; 'We like to walk every Sunday'
01882479	9	take a walk for one's health or to aid digestion, as after a meal; 'A good way of exercising is to constitutionalize'
01882689	9	wander aimlessly in search of pleasure
01882814	9	to move or cause to move in a sinuous, spiral, or circular course; 'the river winds through the hills'; 'the path meanders through the vineyards'; 'sometimes, the gout wanders through the entire body'
01883210	9	move along a winding path; 'The army snaked through the jungle'
01883344	9	change place or direction; 'Shift one's position'
01883550	9	dislodge from a position; 'She beat the dealer down to a much better price'
01883716	9	play boisterously; 'The children frolicked in the garden'; 'the gamboling lambs in the meadows'; 'The toddlers romped in the playroom'
01884126	9	move or act with a sudden increase in speed or energy
01884266	9	move ahead steadily; 'He forged ahead'
01884383	9	jump vertically, with legs stiff and back arched; 'the yung filly bucked'
01884577	9	heel over; 'The tower is tilting'; 'The ceiling is slanting'
01884868	9	tilt or slant to one side; 'cock one's head'
01884974	9	move sideways or in an unsteady way; 'The ship careened out of control'
01885239	9	rise or heave upward under the influence of a natural force such as a wave; 'the boats surged'
01885430	9	be agitated; 'the sea was churning in the storm'
01885580	9	agitate the air
01885708	9	blow on; 'The wind was winnowing her hair'; 'the wind winnowed the grass'
01885845	9	move slowly; in the case of people or animals with the body near the ground; 'The crocodile was crawling along the riverbed'
01886228	9	crawl about like ants
01886334	9	to move hurriedly; 'The friend scrambled after them'
01886488	9	to pass or move unobtrusively or smoothly; 'They slid through the wicket in the big gate'
01886728	9	move effortlessly; by force of gravity
01886907	9	coast in a vehicle using the freewheel
01887020	9	move along on or as if on wheels or a wheeled vehicle; 'The President's convoy rolled past the crowds'
01887324	9	roll (a ball)
01887454	9	cause to move round and round; 'The child trolled her hoop'
01887576	9	move smoothly and effortlessly
01887901	9	cause to move or pass silently, smoothly, or imperceptibly
01888048	9	glide easily along a surface
